openalex_id,doi,year,journal,title,authors,abstract,keywords,concepts,mycorrhiz_in_title,mycorrhiz_in_abstract,mycorrhiz_in_keywords,mycorrhiz_anywhere
https://openalex.org/W2748607273,https://doi.org/10.1038/nrmicro.2017.87,2017,Nature Reviews Microbiology,Embracing the unknown: disentangling the complexities of the soil microbiome,Noah Fierer,,Metagenomics; Biology; Microbiome; Ecosystem; Ecology; Soil microbiology; Microorganism; Soil biology; Soil water; Bacteria; Bioinformatics; Gene; Genetics,Metagenomics; Biology; Microbiome; Ecosystem; Ecology; Soil microbiology; Microorganism; Soil biology,False,False,False,False
https://openalex.org/W2123697951,https://doi.org/10.1111/j.1469-8137.2009.02773.x,2009,New Phytologist,Fungal endophytes: diversity and functional roles,Rusty J. Rodriguez; James F. White; A. Elizabeth Arnold; Regina S. Redman,"Summary All plants in natural ecosystems appear to be symbiotic with fungal endophytes. This highly diverse group of fungi can have profound impacts on plant communities through increasing fitness by conferring abiotic and biotic stress tolerance, increasing biomass and decreasing water consumption, or decreasing fitness by altering resource allocation. Despite more than 100 yr of research resulting in thousands of journal articles, the ecological significance of these fungi remains poorly characterized. Historically, two endophytic groups (clavicipitaceous (C) and nonclavicipitaceous (NC)) have been discriminated based on phylogeny and life history traits. Here, we show that NC‐endophytes represent three distinct functional groups based on host colonization and transmission, in planta biodiversity and fitness benefits conferred to hosts. Using this framework, we contrast the life histories, interactions with hosts and potential roles in plant ecophysiology of C‐ and NC‐endophytes, and highlight several key questions for future work in endophyte biology. Contents Summary 314 I. Introduction 314 II. Clavicipitaceous endophytes (Class 1) 316 III. Nonclavicipitaceous endophytes 319 IV. Class 2 endophytes 319 V. Class 3 endophytes 321 VI. Class 4 endophytes 323 VII. Conclusions 325 Acknowledgements 326 References 326",Biology; Abiotic component; Endophyte; Biodiversity; Plant use of endophytic fungi in defense; Symbiosis; Ecology; Colonization; Abiotic stress; Host (biology); Ecosystem; Biotic component; Phylogenetic diversity; Biomass (ecology); Botany; Phylogenetics; Bacteria,Biology; Abiotic component; Endophyte; Biodiversity; Plant use of endophytic fungi in defense; Symbiosis; Ecology; Colonization; Abiotic stress; Host (biology); Ecosystem; Biotic component; Phylogenetic diversity; Biomass (ecology); Botany,False,False,False,False
https://openalex.org/W2142172814,https://doi.org/10.1111/nph.13288,2015,New Phytologist,"Mycorrhizal ecology and evolution: the past, the present, and the future",Marcel G. A. van der Heijden; Francis Martin; Marc‐André Selosse; Ian R. Sanders,"Summary Almost all land plants form symbiotic associations with mycorrhizal fungi. These below‐ground fungi play a key role in terrestrial ecosystems as they regulate nutrient and carbon cycles, and influence soil structure and ecosystem multifunctionality. Up to 80% of plant N and P is provided by mycorrhizal fungi and many plant species depend on these symbionts for growth and survival. Estimates suggest that there are c . 50 000 fungal species that form mycorrhizal associations with c . 250 000 plant species. The development of high‐throughput molecular tools has helped us to better understand the biology, evolution, and biodiversity of mycorrhizal associations. Nuclear genome assemblies and gene annotations of 33 mycorrhizal fungal species are now available providing fascinating opportunities to deepen our understanding of the mycorrhizal lifestyle, the metabolic capabilities of these plant symbionts, the molecular dialogue between symbionts, and evolutionary adaptations across a range of mycorrhizal associations. Large‐scale molecular surveys have provided novel insights into the diversity, spatial and temporal dynamics of mycorrhizal fungal communities. At the ecological level, network theory makes it possible to analyze interactions between plant–fungal partners as complex underground multi‐species networks. Our analysis suggests that nestedness, modularity and specificity of mycorrhizal networks vary and depend on mycorrhizal type. Mechanistic models explaining partner choice, resource exchange, and coevolution in mycorrhizal associations have been developed and are being tested. This review ends with major frontiers for further research. Contents Summary 1406 I. Introduction 1407 II. Biodiversity of mycorrhizal associations 1408 III. Carbon and nutrient cycling and ecosystem multifunctionality 1410 IV. Mycorrhizal networks 1411 V. Evolution and partner selection 1413 VI. Mycorrhizal genomics and symbiotic molecular crosstalk 1416 VII. Conclusions and future research 1418 Acknowledgements 1418 References 1419",Biology; Mycorrhizal fungi; Ecology; Biodiversity; Mutualism (biology); Ecosystem; Nestedness; Modularity (biology); Coevolution; Ecological network; Evolutionary biology,Biology; Mycorrhizal fungi; Ecology; Biodiversity; Mutualism (biology); Ecosystem; Nestedness; Modularity (biology); Coevolution; Ecological network,True,True,True,True
https://openalex.org/W2076471462,https://doi.org/10.1111/1365-2745.12054,2013,Journal of Ecology,"Plant–soil feedbacks: the past, the present and future challenges",Wim H. van der Putten; Richard D. Bardgett; James D. Bever; Т. Martijn Bezemer; Brenda B. Casper; Tadashi Fukami; Paul Kardol; John N. Klironomos; Andrew Kulmatiski; Jennifer A. Schweitzer,"Summary Plant–soil feedbacks is becoming an important concept for explaining vegetation dynamics, the invasiveness of introduced exotic species in new habitats and how terrestrial ecosystems respond to global land use and climate change. Using a new conceptual model, we show how critical alterations in plant–soil feedback interactions can change the assemblage of plant communities. We highlight recent advances, define terms and identify future challenges in this area of research and discuss how variations in strengths and directions of plant–soil feedbacks can explain succession, invasion, response to climate warming and diversity‐productivity relationships. While there has been a rapid increase in understanding the biological, chemical and physical mechanisms and their interdependencies underlying plant–soil feedback interactions, further progress is to be expected from applying new experimental techniques and technologies, linking empirical studies to modelling and field‐based studies that can include plant–soil feedback interactions on longer time scales that also include long‐term processes such as litter decomposition and mineralization. Significant progress has also been made in analysing consequences of plant–soil feedbacks for biodiversity‐functioning relationships, plant fitness and selection. To further integrate plant–soil feedbacks into ecological theory, it will be important to determine where and how observed patterns may be generalized, and how they may influence evolution. Synthesis . Gaining a greater understanding of plant–soil feedbacks and underlying mechanisms is improving our ability to predict consequences of these interactions for plant community composition and productivity under a variety of conditions. Future research will enable better prediction and mitigation of the consequences of human‐induced global changes, improve efforts of restoration and conservation and promote sustainable provision of ecosystem services in a rapidly changing world.",Ecology; Plant community; Ecosystem; Environmental resource management; Environmental science; Climate change; Ecological succession; Biology,Ecology; Plant community; Ecosystem; Environmental resource management; Environmental science; Climate change; Ecological succession,False,False,False,False
https://openalex.org/W1974540615,https://doi.org/10.1126/science.1208473,2011,Science,Reciprocal Rewards Stabilize Cooperation in the Mycorrhizal Symbiosis,E. Toby Kiers; Marie Duhamel; Yugandhar Beesetty; Jerry A. Mensah; Oscar Franken; Erik Verbruggen; Carl R. Fellbaum; George A. Kowalchuk; Miranda M. Hart; Alberto Bago,"Plants and their arbuscular mycorrhizal fungal symbionts interact in complex underground networks involving multiple partners. This increases the potential for exploitation and defection by individuals, raising the question of how partners maintain a fair, two-way transfer of resources. We manipulated cooperation in plants and fungal partners to show that plants can detect, discriminate, and reward the best fungal partners with more carbohydrates. In turn, their fungal partners enforce cooperation by increasing nutrient transfer only to those roots providing more carbohydrates. On the basis of these observations we conclude that, unlike many other mutualisms, the symbiont cannot be ""enslaved."" Rather, the mutualism is evolutionarily stable because control is bidirectional, and partners offering the best rate of exchange are rewarded.",Reciprocal; Symbiosis; Biology; Genetics; Linguistics; Bacteria,Reciprocal; Symbiosis; Biology,True,True,False,True
https://openalex.org/W2125199183,https://doi.org/10.1111/j.1469-8137.2006.01750.x,2006,New Phytologist,Mycorrhizas and soil structure,Matthias C. Rillig; Daniel L. Mummey,"Summary In addition to their well‐recognized roles in plant nutrition and communities, mycorrhizas can influence the key ecosystem process of soil aggregation. Here we review the contribution of mycorrhizas, mostly focused on arbuscular mycorrhizal fungi (AMF), to soil structure at various hierarchical levels: plant community; individual root; and the soil mycelium. There are a suite of mechanisms by which mycorrhizal fungi can influence soil aggregation at each of these various scales. By extension of these mechanisms to the question of fungal diversity, it is recognized that different species or communities of fungi can promote soil aggregation to different degrees. We argue that soil aggregation should be included in a more complete ‘multifunctional’ perspective of mycorrhizal ecology, and that in‐depth understanding of mycorrhizas/soil process relationships will require analyses emphasizing feedbacks between soil structure and mycorrhizas, rather than a uni‐directional approach simply addressing mycorrhizal effects on soils. We finish the discussion by highlighting new tools, developments and foci that will probably be crucial in further understanding mycorrhizal contributions to soil structure. Contents Summary 41 I. Introduction 42 II. How mycorrhizal fungi can influence soil aggregation at various scales 42 III. Effects of fungal mycelium: a mechanistic discussion 44 IV. Role of fungal diversity 48 V. Emerging foci, new directions and tools 49 VI. Conclusions 50 Acknowledgements 50 References 50",Mycorrhiza; Mycorrhizal fungi; Biology; Ecology; Ecosystem; Community structure; Soil water; Botany; Symbiosis,Mycorrhiza; Mycorrhizal fungi; Biology; Ecology; Ecosystem; Community structure; Soil water; Botany,True,True,True,True
https://openalex.org/W2101115072,https://doi.org/10.1146/annurev-arplant-042110-103846,2011,Annual Review of Plant Biology,Roles of Arbuscular Mycorrhizas in Plant Nutrition and Growth: New Paradigms from Cellular to Ecosystem Scales,Sally E. Smith; F. A. SMITH,"Root systems of most land plants form arbuscular mycorrhizal (AM) symbioses in the field, and these contribute to nutrient uptake. AM roots have two pathways for nutrient absorption, directly through the root epidermis and root hairs and via AM fungal hyphae into root cortical cells, where arbuscules or hyphal coils provide symbiotic interfaces. New physiological and molecular evidence shows that for phosphorus the mycorrhizal pathway (MP) is operational regardless of plant growth responses (positive or negative). Amounts delivered cannot be determined from plant nutrient contents because when responses are negative the contribution of the direct pathway (DP) is reduced. Nitrogen (N) is also delivered to roots via an MP, but the contribution to total N requirement and the costs to the plant are not clear. The functional interplay between activities of the DP and MP has important implications for consideration of AM symbioses in ecological, agronomic, and evolutionary contexts.",Symbiosis; Hypha; Biology; Nutrient; Phosphorus; Arbuscular mycorrhizal; Epidermis (zoology); Root hair; Botany; Ecosystem; Mycorrhiza; Root system; Arbuscular mycorrhiza; Ectomycorrhiza; Agronomy; Ecology; Chemistry,Symbiosis; Hypha; Biology; Nutrient; Phosphorus; Arbuscular mycorrhizal; Epidermis (zoology); Root hair; Botany; Ecosystem; Mycorrhiza; Root system; Arbuscular mycorrhiza; Ectomycorrhiza; Agronomy,True,True,True,True
https://openalex.org/W2139206081,https://doi.org/10.1017/s0006323199005435,2000,Biological reviews/Biological reviews of the Cambridge Philosophical Society,Plant invasions – the role of mutualisms,David M. Richardson; Nicky Allsopp; Carla M. D’Antonio; Suzanne J. Milton; Marcel Rejmánek,"Many introduced plant species rely on mutualisms in their new habitats to overcome barriers to establishment and to become naturalized and, in some cases, invasive. Mutualisms involving animal-mediated pollination and seed dispersal, and symbioses between plant roots and microbiota often facilitate invasions. The spread of many alien plants, particularly woody ones, depends on pollinator mutualisms. Most alien plants are well served by generalist pollinators (insects and birds), and pollinator limitation does not appear to be a major barrier for the spread of introduced plants (special conditions relating to Ficus and orchids are described). Seeds of many of the most notorious plant invaders are dispersed by animals, mainly birds and mammals. Our review supports the view that tightly coevolved, plant-vertebrate seed dispersal systems are extremely rare. Vertebrate-dispersed plants are generally not limited reproductively by the lack of dispersers. Most mycorrhizal plants form associations with arbuscular mycorrhizal fungi which, because of their low specificity, do not seem to play a major role in facilitating or hindering plant invasions (except possibly on remote islands such as the Galapagos which are poor in arbuscular mycorrhizal fungi). The lack of symbionts has, however, been a major barrier for many ectomycorrhizal plants, notably for Pinus spp. in parts of the southern hemisphere. The roles of nitrogen-fixing associations between legumes and rhizobia and between actinorhizal plants and Frankia spp. in promoting or hindering invasions have been virtually ignored in the invasions literature. Symbionts required to induce nitrogen fixation in many plants are extremely widespread, but intentional introductions of symbionts have altered the invasibility of many, if not most, systems. Some of the world's worst invasive alien species only invaded after the introduction of symbionts. Mutualisms in the new environment sometimes re-unite the same species that form partnerships in the native range of the plant. Very often, however, different species are involved, emphasizing the diffuse nature of many (most) mutualisms. Mutualisms in new habitats usually duplicate functions or strategies that exist in the natural range of the plant. Occasionally, mutualisms forge totally novel combinations, with profound implications for the behaviour of the introduced plant in the new environment (examples are seed dispersal mutualisms involving wind-dispersed pines and cockatoos in Australia; and mycorrhizal associations involving plant roots and fungi). Many ecosystems are becoming more susceptible to invasion by introduced plants because: (a) they contain an increasing array of potential mutualistic partners (e.g. generalist frugivores and pollinators, mycorrhizal fungi with wide host ranges, rhizobia strains with infectivity across genera); and (b) conditions conductive for the establishment of various alien/alien synergisms are becoming more abundant. Incorporating perspectives on mutualisms in screening protocols will improve (but not perfect) our ability to predict whether a given plant species could invade a particular habitat.",Biology; Mutualism (biology); Pollinator; Biological dispersal; Frankia; Rhizobia; Ecology; Native plant; Pollination; Symbiosis; Seed dispersal; Actinorhizal plant; Introduced species; Pollen; Root nodule,Biology; Mutualism (biology); Pollinator; Biological dispersal; Frankia; Rhizobia; Ecology; Native plant; Pollination; Symbiosis; Seed dispersal; Actinorhizal plant; Introduced species,False,True,False,True
https://openalex.org/W2188082055,https://doi.org/10.1016/j.biotechadv.2015.12.003,2015,Biotechnology Advances,"Algae–bacteria interactions: Evolution, ecology and emerging applications",Rishiram Ramanan; Byung-Hyuk Kim; Dae‐Hyun Cho; Hee‐Mock Oh; Hee-Sik Kim,"Algae and bacteria have coexisted ever since the early stages of evolution. This coevolution has revolutionized life on earth in many aspects. Algae and bacteria together influence ecosystems as varied as deep seas to lichens and represent all conceivable modes of interactions - from mutualism to parasitism. Several studies have shown that algae and bacteria synergistically affect each other's physiology and metabolism, a classic case being algae-roseobacter interaction. These interactions are ubiquitous and define the primary productivity in most ecosystems. In recent years, algae have received much attention for industrial exploitation but their interaction with bacteria is often considered a contamination during commercialization. A few recent studies have shown that bacteria not only enhance algal growth but also help in flocculation, both essential processes in algal biotechnology. Hence, there is a need to understand these interactions from an evolutionary and ecological standpoint, and integrate this understanding for industrial use. Here we reflect on the diversity of such relationships and their associated mechanisms, as well as the habitats that they mutually influence. This review also outlines the role of these interactions in key evolutionary events such as endosymbiosis, besides their ecological role in biogeochemical cycles. Finally, we focus on extending such studies on algal-bacterial interactions to various environmental and bio-technological applications.",Algae; Biology; Ecology; Coevolution; Mutualism (biology); Evolutionary ecology; Endosymbiosis; Roseobacter; Ecosystem; Host (biology),Algae; Biology; Ecology; Coevolution; Mutualism (biology); Evolutionary ecology; Endosymbiosis; Roseobacter; Ecosystem,False,False,False,False
https://openalex.org/W1966364875,https://doi.org/10.1104/pp.111.174581,2011,PLANT PHYSIOLOGY,Roles of Arbuscular Mycorrhizas in Plant Phosphorus Nutrition: Interactions between Pathways of Phosphorus Uptake in Arbuscular Mycorrhizal Roots Have Important Implications for Understanding and Manipulating Plant Phosphorus Acquisition,Sally E. Smith; Iver Jakobsen; Mette Grønlund; F. A. SMITH,"In this Update, we review new findings about the roles of the arbuscular mycorrhizas (mycorrhiza = fungus plus root) in plant growth and phosphorus (P) nutrition. We focus particularly on the function of arbuscular mycorrhizal (AM) symbioses with different outcomes for plant growth (from positive to negative) and especially on the interplay between direct P uptake via root epidermis (including root hairs when present) and uptake via the AM fungal pathway. The results are highly relevant to many aspects of AM symbiosis, ranging from signaling involved in the development of colonization and the regulation of P acquisition to the roles of AM fungi in determining the composition of natural plant assemblages in ecological settings and their changes with time.",Phosphorus; Biology; Arbuscular mycorrhizal; Arbuscular mycorrhizal fungi; Mycorrhiza; Agronomy; Phosphorus-32; Plant nutrition; Symbiosis; Botany; Nutrient; Chemistry; Ecology; Horticulture; Inoculation; Bacteria; Biochemistry,Phosphorus; Biology; Arbuscular mycorrhizal; Arbuscular mycorrhizal fungi; Mycorrhiza; Agronomy; Phosphorus-32; Plant nutrition; Symbiosis; Botany,True,True,True,True
https://openalex.org/W2125262103,https://doi.org/10.1890/02-0413,2003,Ecology,VARIATION IN PLANT RESPONSE TO NATIVE AND EXOTIC ARBUSCULAR MYCORRHIZAL FUNGI,John N. Klironomos,"High variability in plant-growth response to the presence of different mycorrhizal fungi can be a major determinant of local plant species diversity. Multiple species of arbuscular mycorrhizal fungi can coexist in terrestrial ecosystems, and co-occurring plants can differ in their response to colonization by these different fungi. However, the range of mycorrhizal plant-growth responses that can occur within communities has not been determined. In the present study, I crossed a large number of plant and fungal species that co-occur to determine the range of responses that can exist within an ecosystem. I also crossed exotic fungal isolates vs. local plant isolates and local fungal isolates vs. exotic plant isolates to determine whether the range of plant growth responses differs when using foreign genotypes. The data indicate that plant growth responses to mycorrhizal inoculation within an ecosystem can range from highly parasitic to highly mutualistic. In this study, the direction and magnitude of the response depended on the combination of plant and fungal species. No plant did best with the same fungal isolate. The range of responses was greatest when using local plants and fungi. Whereas parasitic and mutualistic responses were also detected when using foreign plant or fungal genotypes, the range of responses was significantly reduced, as was the relative frequency of positive responses. Overall, this study suggests that, within ecosystems, arbuscular mycorrhizal fungi can function along a continuum from parasitism to mutualism, and that extreme responses are more common when using locally adapted plants and fungi. This high variation in plant growth response may be a large contributor to plant species coexistence and the structure of plant communities.",Biology; Mutualism (biology); Ecosystem; Range (aeronautics); Terrestrial plant; Botany; Glomeromycota; Mycorrhiza; Ecology; Native plant; Plant community; Symbiosis; Parasitism; Introduced species; Ecological succession; Host (biology); Bacteria,Biology; Mutualism (biology); Ecosystem; Range (aeronautics); Terrestrial plant; Botany; Glomeromycota; Mycorrhiza; Ecology; Native plant; Plant community; Symbiosis; Parasitism; Introduced species,True,True,True,True
https://openalex.org/W2167404919,https://doi.org/10.1111/j.1461-0248.2009.01430.x,2010,Ecology Letters,A meta‐analysis of context‐dependency in plant response to inoculation with mycorrhizal fungi,Jason D. Hoeksema; V. Bala Chaudhary; Catherine A. Gehring; Nancy Collins Johnson; Justine Karst; Roger T. Koide; Anne Pringle; Catherine A. Zabinski; James D. Bever; John C. Moore,"Ecology Letters (2010) 13: 394-407 Abstract Mycorrhizal fungi influence plant growth, local biodiversity and ecosystem function. Effects of the symbiosis on plants span the continuum from mutualism to parasitism. We sought to understand this variation in symbiotic function using meta-analysis with information theory-based model selection to assess the relative importance of factors in five categories: (1) identity of the host plant and its functional characteristics, (2) identity and type of mycorrhizal fungi (arbuscular mycorrhizal vs. ectomycorrhizal), (3) soil fertility, (4) biotic complexity of the soil and (5) experimental location (laboratory vs. field). Across most subsets of the data, host plant functional group and N-fertilization were surprisingly much more important in predicting plant responses to mycorrhizal inoculation ('plant response') than other factors. Non-N-fixing forbs and woody plants and C(4) grasses responded more positively to mycorrhizal inoculation than plants with N-fixing bacterial symbionts and C(3) grasses. In laboratory studies of the arbuscular mycorrhizal symbiosis, plant response was more positive when the soil community was more complex. Univariate analyses supported the hypothesis that plant response is most positive when plants are P-limited rather than N-limited. These results emphasize that mycorrhizal function depends on both abiotic and biotic context, and have implications for plant community theory and restoration ecology.",Biology; Mutualism (biology); Symbiosis; Abiotic component; Ecology; Mycorrhiza; Context (archaeology); Biodiversity; Arbuscular mycorrhizal; Ecosystem; Botany; Plant ecology; Plant community; Species richness,Biology; Mutualism (biology); Symbiosis; Abiotic component; Ecology; Mycorrhiza; Context (archaeology); Biodiversity; Arbuscular mycorrhizal; Ecosystem; Botany; Plant ecology; Plant community; Species richness,True,True,True,True
https://openalex.org/W2145972090,https://doi.org/10.1016/j.ecolecon.2007.03.004,2007,Ecological Economics,"Soil biota, ecosystem services and land productivity",Edmundo Barrios,,Ecosystem services; Ecosystem; Soil biodiversity; Soil biology; Soil functions; Environmental science; Ecology; Soil health; Environmental resource management; Biodiversity; Ecosystem management; Ecosystem health; Agroforestry; Soil fertility; Soil organic matter; Biology; Soil water; Soil science,Ecosystem services; Ecosystem; Soil biodiversity; Soil biology; Soil functions; Environmental science; Ecology; Soil health; Environmental resource management; Biodiversity; Ecosystem management; Ecosystem health; Agroforestry,False,False,False,False
https://openalex.org/W2137559260,https://doi.org/10.1046/j.1469-8137.1998.00265.x,1998,New Phytologist,Dark septate endophytes: a review of facultative biotrophic root‐colonizing fungi,Ari Jumpponen; James M. Trappe,"Dark septate root endophytes (DSE) are conidial or sterile fungi (Deuteromycotina, Fungi Imperfecti) likely to be ascomycetous and colonizing plant roots. They have been reported for nearly 600 plant species representing about 320 genera and 100 families. DSE fungi occur from the tropics to arctic and alpine habitats and comprise a heterogeneous group that functionally and ecologically overlaps with soil fungi, saprotrophic rhizoplane-inhabiting fungi, obligately and facultatively pathogenic fungi and mycorrhizal fungi. Numerous species of undescribed sterile and anamorphic taxa may also await discovery. Although DSE are abundant in washed root and soil samples from various habitats, and are easily isolated from surface-sterilized roots of ecto-, ectendo-, endo- and non-mycorrhizal host species, their ecological functions are little understood. Studies of DSE thus far have yielded inconsistent results and only poorly illustrate the role of DSE in their natural habitats. These inconsistencies are largely due to the uncertain taxonomic affinities of the strains of DSE used. In addition, because different strains of a single anamorph taxon seem to vary greatly in function, no clear generalizations on their ecological role have been drawn. This paper reviews the current literature on DSE and the ecology and discusses the need for and direction of future research.",Biology; Botany; Taxon; Habitat; Facultative; Ecology; Plant use of endophytic fungi in defense; Symbiosis; Soil fungi; Bacteria,Biology; Botany; Taxon; Habitat; Facultative; Ecology; Plant use of endophytic fungi in defense; Symbiosis; Soil fungi,False,True,False,True
